name1	name2	motivation1	motivation2
Халл Сити	Кристал Пэлас	0	0
Халл Сити	Суонси Сити	0.7777777777777778	0.7777777777777778
Халл Сити	Вест Хэм Юнайтед	0	0
Халл Сити	Сандерленд	0	0
Халл Сити	Астон Вилла	0	0
Халл Сити	Вест Бромвич Альбион	0.9166666666666666	0.875
Халл Сити	Норвич Сити	0	0
Халл Сити	Фулхэм	0.9333333333333333	0.7166666666666667
Халл Сити	Кардифф Сити	0	0
Вест Бромвич Альбион	Манчестер Сити	0	0
Вест Бромвич Альбион	Ливерпуль	0.5111111111111111	0.9777777777777777
Вест Бромвич Альбион	Челси	0.46153846153846156	0.9487179487179487
Вест Бромвич Альбион	Арсенал	0	0
Вест Бромвич Альбион	Эвертон	0.9411764705882353	0.9411764705882353
Вест Бромвич Альбион	Тоттенхэм Хотспур	1	1
Вест Бромвич Альбион	Манчестер Юнайтед	0.9666666666666667	0.9
Вест Бромвич Альбион	Саутгемптон	0	0
Вест Бромвич Альбион	Сток Сити	1	1
Вест Бромвич Альбион	Ньюкасл Юнайтед	0.9649122807017544	0.9824561403508771
Вест Бромвич Альбион	Кристал Пэлас	0	0
Вест Бромвич Альбион	Суонси Сити	0	0
Вест Бромвич Альбион	Вест Хэм Юнайтед	1	1
Вест Бромвич Альбион	Сандерленд	0	0
Вест Бромвич Альбион	Астон Вилла	0	0
Вест Бромвич Альбион	Халл Сити	0.9848484848484849	0.9242424242424242
Вест Бромвич Альбион	Норвич Сити	0	0
Вест Бромвич Альбион	Фулхэм	0.41666666666666663	0.8888888888888888
Вест Бромвич Альбион	Кардифф Сити	0.8571428571428572	0.8571428571428572
Норвич Сити	Манчестер Сити	0.9761904761904762	0.9523809523809523
Норвич Сити	Ливерпуль	1	1
Норвич Сити	Челси	0	0
Норвич Сити	Арсенал	1	1
Норвич Сити	Эвертон	0	0
Норвич Сити	Тоттенхэм Хотспур	0.9722222222222222	0.9166666666666666
Норвич Сити	Манчестер Юнайтед	0.95	0.9666666666666667
Норвич Сити	Саутгемптон	0	0
Норвич Сити	Сток Сити	0.9	0.8333333333333333
Норвич Сити	Ньюкасл Юнайтед	0.9166666666666666	0.875
Норвич Сити	Кристал Пэлас	0	0
Норвич Сити	Суонси Сити	0.9565217391304348	0.927536231884058
Норвич Сити	Вест Хэм Юнайтед	0	0
Норвич Сити	Сандерленд	0.9583333333333334	0.875
Норвич Сити	Астон Вилла	0	0
Норвич Сити	Халл Сити	0.9607843137254902	0.9019607843137255
Норвич Сити	Вест Бромвич Альбион	0.8333333333333334	0.8333333333333334
Норвич Сити	Фулхэм	0.9206349206349206	0.9841269841269842
Норвич Сити	Кардифф Сити	0	0
Фулхэм	Манчестер Сити	0.9848484848484849	0.9848484848484849
Фулхэм	Ливерпуль	0.9743589743589743	0.9487179487179487
Фулхэм	Челси	0.9090909090909091	0.9696969696969697
Фулхэм	Арсенал	0	0
Фулхэм	Эвертон	0.9047619047619048	0.9523809523809523
Фулхэм	Тоттенхэм Хотспур	0	0
Фулхэм	Манчестер Юнайтед	0	0
Фулхэм	Саутгемптон	0.9555555555555556	0.7777777777777778
Фулхэм	Сток Сити	0	0
Фулхэм	Ньюкасл Юнайтед	0.8518518518518519	0.8148148148148148
Фулхэм	Кристал Пэлас	1	1
Фулхэм	Суонси Сити	0	0
Фулхэм	Вест Хэм Юнайтед	0.6842105263157895	0.9824561403508771
Фулхэм	Сандерленд	0.9814814814814815	0.9444444444444444
Фулхэм	Астон Вилла	0	0
Фулхэм	Халл Сити	1	1
Фулхэм	Вест Бромвич Альбион	0	0
Фулхэм	Норвич Сити	1	1
Фулхэм	Кардифф Сити	0	0
Кардифф Сити	Манчестер Сити	0	0
Кардифф Сити	Ливерпуль	0.875	0.9166666666666666
Кардифф Сити	Челси	1	1
Кардифф Сити	Арсенал	0	0
Кардифф Сити	Эвертон	0	0
Кардифф Сити	Тоттенхэм Хотспур	0	0
Кардифф Сити	Манчестер Юнайтед	0	0
Кардифф Сити	Саутгемптон	0.9523809523809523	0.9047619047619048
Кардифф Сити	Сток Сити	1	1
Кардифф Сити	Ньюкасл Юнайтед	0	0
Кардифф Сити	Кристал Пэлас	0.8333333333333334	0.8888888888888888
Кардифф Сити	Суонси Сити	0	0
Кардифф Сити	Вест Хэм Юнайтед	0.9814814814814815	0.962962962962963
Кардифф Сити	Сандерленд	0.9833333333333333	0.95
Кардифф Сити	Астон Вилла	0.9487179487179487	0.9230769230769231
Кардифф Сити	Халл Сити	0.9444444444444444	0.9166666666666666
Кардифф Сити	Вест Бромвич Альбион	0.9855072463768116	0.9710144927536232
Кардифф Сити	Норвич Сити	0.9777777777777777	0.9333333333333333
Кардифф Сити	Фулхэм	0.9333333333333333	0.9
