name1	name2	goal_diff	score_diff
Саутгемптон	Норвич Сити	0.4838709677419355	0.42
Саутгемптон	Фулхэм	0.2391304347826087	0.32352941176470584
Саутгемптон	Сток Сити	0.5	0.4920634920634921
Саутгемптон	Астон Вилла	0.25	0.3
Саутгемптон	Ньюкасл Юнайтед	0.3709677419354839	0.3846153846153846
Саутгемптон	Сандерленд	0.4411764705882353	0.48484848484848486
Саутгемптон	Уиган Атлетик	0.55	0.5
Саутгемптон	Рединг	0.45454545454545453	0.55
Саутгемптон	Куинз Парк Рейнджерс	0.6101694915254238	0.5980392156862745
Астон Вилла	Манчестер Юнайтед	0.15384615384615385	0.125
Астон Вилла	Манчестер Сити	0.13013698630136988	0.2109375
Астон Вилла	Челси	0.10714285714285715	0.2583333333333333
Астон Вилла	Арсенал	0.12068965517241381	0.29166666666666663
Астон Вилла	Тоттенхэм Хотспур	0.19444444444444442	0.32352941176470584
Астон Вилла	Эвертон	0.4	0.25
Астон Вилла	Ливерпуль	0.1640625	0.3611111111111111
Астон Вилла	Вест Бромвич Альбион	0.29411764705882354	0.2857142857142857
Астон Вилла	Суонси Сити	0.13333333333333336	0.16666666666666669
Астон Вилла	Вест Хэм Юнайтед	0.33636363636363636	0.4
Астон Вилла	Норвич Сити	0.5833333333333334	0.4736842105263158
Астон Вилла	Фулхэм	0.34615384615384615	0.4444444444444444
Астон Вилла	Сток Сити	0.30303030303030304	0.3666666666666667
Астон Вилла	Саутгемптон	0.37	0.5128205128205128
Астон Вилла	Ньюкасл Юнайтед	0.3846153846153846	0.4878048780487805
Астон Вилла	Сандерленд	0.35915492957746475	0.475
Астон Вилла	Уиган Атлетик	0.43902439024390244	0.5416666666666666
Астон Вилла	Рединг	0.43548387096774194	0.58
Астон Вилла	Куинз Парк Рейнджерс	0.46031746031746035	0.5416666666666666
Ньюкасл Юнайтед	Манчестер Юнайтед	0.391304347826087	0.4117647058823529
Ньюкасл Юнайтед	Манчестер Сити	0.18181818181818182	0.25
Ньюкасл Юнайтед	Челси	0.15740740740740738	0.2441860465116279
Ньюкасл Юнайтед	Арсенал	0.1111111111111111	0.2698412698412699
Ньюкасл Юнайтед	Эвертон	0.2397260273972603	0.328125
Ньюкасл Юнайтед	Ливерпуль	0.24647887323943662	0.3833333333333333
Ньюкасл Юнайтед	Вест Бромвич Альбион	0.375	0.39473684210526316
Ньюкасл Юнайтед	Суонси Сити	0.42592592592592593	0.5217391304347826
Ньюкасл Юнайтед	Вест Хэм Юнайтед	0.42592592592592593	0.4782608695652174
Ньюкасл Юнайтед	Норвич Сити	0.6428571428571428	0.5833333333333334
Ньюкасл Юнайтед	Фулхэм	0.40909090909090906	0.4444444444444444
Ньюкасл Юнайтед	Сток Сити	0.46825396825396826	0.46875
Ньюкасл Юнайтед	Саутгемптон	0.4745762711864407	0.5
Ньюкасл Юнайтед	Астон Вилла	0.5666666666666667	0.6666666666666666
Ньюкасл Юнайтед	Сандерленд	0.4769230769230769	0.5471698113207547
Ньюкасл Юнайтед	Уиган Атлетик	0.5205479452054794	0.5390625
Ньюкасл Юнайтед	Рединг	0.5384615384615384	0.5609756097560976
Ньюкасл Юнайтед	Куинз Парк Рейнджерс	0.6176470588235294	0.6060606060606061
Сандерленд	Манчестер Юнайтед	0.12698412698412698	0.0784313725490196
Сандерленд	Манчестер Сити	0.16666666666666669	0.20588235294117646
Сандерленд	Челси	0.28787878787878785	0.2833333333333333
Сандерленд	Арсенал	0.2727272727272727	0.3666666666666667
Сандерленд	Тоттенхэм Хотспур	0.3414634146341463	0.3472222222222222
Сандерленд	Эвертон	0.33582089552238803	0.30701754385964913
Сандерленд	Ливерпуль	0.6666666666666666	0.5555555555555556
Сандерленд	Вест Бромвич Альбион	0.3620689655172414	0.27083333333333337
Сандерленд	Суонси Сити	0.3942307692307692	0.43902439024390244
Сандерленд	Вест Хэм Юнайтед	0.42	0.44871794871794873
Сандерленд	Норвич Сити	0.5714285714285714	0.47058823529411764
Сандерленд	Фулхэм	0.4830508474576271	0.47058823529411764
Сандерленд	Сток Сити	0.4857142857142857	0.475
Сандерленд	Саутгемптон	0.4928571428571429	0.49166666666666664
Сандерленд	Астон Вилла	0.6041666666666666	0.5789473684210527
Сандерленд	Ньюкасл Юнайтед	0.5208333333333334	0.45
Сандерленд	Уиган Атлетик	0.6666666666666666	0.5
Сандерленд	Рединг	0.5303030303030303	0.5625
Сандерленд	Куинз Парк Рейнджерс	0.6935483870967742	0.6538461538461539
Уиган Атлетик	Манчестер Юнайтед	0.11956521739130432	0.10256410256410259
Уиган Атлетик	Манчестер Сити	0.10273972602739728	0.171875
Уиган Атлетик	Челси	0.5	0.5
Уиган Атлетик	Арсенал	0.10294117647058826	0.3181818181818182
Уиган Атлетик	Тоттенхэм Хотспур	0.21830985915492956	0.25
Уиган Атлетик	Эвертон	0.14705882352941174	0.17857142857142855
Уиган Атлетик	Ливерпуль	0.22033898305084748	0.3529411764705882
Уиган Атлетик	Вест Бромвич Альбион	0.3269230769230769	0.35
Уиган Атлетик	Суонси Сити	0.35	0.43333333333333335
Уиган Атлетик	Вест Хэм Юнайтед	0.29166666666666663	0.26315789473684215
Уиган Атлетик	Норвич Сити	0.47619047619047616	0.43137254901960786
Уиган Атлетик	Фулхэм	0.25	0.4
Уиган Атлетик	Сток Сити	0.5	0.5555555555555556
Уиган Атлетик	Саутгемптон	0.4351851851851852	0.46511627906976744
Уиган Атлетик	Астон Вилла	0.4722222222222222	0.46031746031746035
Уиган Атлетик	Ньюкасл Юнайтед	0.40476190476190477	0.4117647058823529
Уиган Атлетик	Сандерленд	0.3846153846153846	0.4268292682926829
Уиган Атлетик	Рединг	0.43103448275862066	0.5416666666666666
Уиган Атлетик	Куинз Парк Рейнджерс	0.5454545454545454	0.6333333333333333
Рединг	Манчестер Юнайтед	0.16666666666666669	0.07142857142857145
Рединг	Манчестер Сити	0.10416666666666669	0.12698412698412698
Рединг	Челси	0.04794520547945208	0.1328125
